CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL18196_2547;651;46.95933;-64.4255;442287;36.69;20-sep-18;02:46:00;29.71;7.18;251.4358;7.88;0.535;5.3765;0.078;0.29;1;4.1;1;0.95;1;11.535;1;256;4.32;0.36
18TL18196_2548;671;46.08533;-63.5115;442291;5.26;20-sep-18;22:52:00;28.52;18;237.63586;7.971;3.52;5.4075;0.279;0.01;1;0.98;1;0.58;1;0.39;1;256;1.69;2.51
18TL18196_2548;671;46.08533;-63.5115;442290;18.15;20-sep-18;22:52:00;28.94;15.45;190.07296;7.899;5.14;5.068;0.371;0.03;1;0.95;1;0.695;1;1.81;1;256;1.37;0.52
18TL18196_2549;681;45.96783;-63.40567;442293;4.66;21-sep-18;01:30:00;28.68;17.38;251.70376;8.044;3.1;5.5055;0.272;0.01;1;0.73;7;0.47;7;2.285;1;288;1.55;0.32
18TL18196_2549;681;45.96783;-63.40567;442292;22.91;21-sep-18;01:30:00;29.02;14.63;215.17188;7.936;2.92;5.253;0.544;0.01;1;0.73;7;0.47;7;2.75;1;288;1.55;0.27
18TL18196_2550;691;45.86517;-62.98783;442296;5.45;21-sep-18;05:05:00;28.72;17.15;262.42216;8.076;2.25;5.9475;0.227;0.01;1;0.71;1;0.295;1;3.315;1;256;2.41;0.21
18TL18196_2550;691;45.86517;-62.98783;442295;24.89;21-sep-18;05:05:00;29.07;13.87;198.91564;7.846;2.67;NaN;0.199;0.015;1;0.735;1;0.625;1;9.72;1;0;1.18;0.08
18TL18196_2550;691;45.86517;-62.98783;442294;38.88;21-sep-18;05:05:00;29.08;13.74;199.27292;7.871;3.03;4.517;0.218;0.02;1;0.75;1;0.605;1;9.99;1;256;1.24;0.08
18TL18196_2551;701;45.82333;-62.87567;442299;4.86;21-sep-18;11:05:00;28.76;16.83;258.53674;8.066;3.66;5.709;0.366;0.015;1;0.82;1;0.365;1;4.395;1;256;2.25;0.19
18TL18196_2551;701;45.82333;-62.87567;442298;25.09;21-sep-18;11:05:00;29;14.43;207.08842;7.892;3.17;NaN;0.248;0.015;1;0.79;1;0.57;1;8.58;1;0;1.39;0.09
18TL18196_2551;701;45.82333;-62.87567;442297;30.25;21-sep-18;11:05:00;29.03;14.22;206.46318;7.905;3.66;4.7575;0.295;0.02;1;0.735;1;0.55;1;8.61;1;256;1.34;0.09
18TL18196_2552;721;45.9915;-62.3445;442302;5.06;21-sep-18;15:27:00;28.28;17.73;256.08044;8.09;2.495;5.788;0.28;0.01;1;0.795;1;0.15;1;0.405;1;256;5.30;1.96
18TL18196_2552;721;45.9915;-62.3445;442301;24.79;21-sep-18;15:27:00;29.29;10.23;230.26696;7.804;0.27;NaN;0.08;0.235;1;2.69;1;0.755;1;11.07;1;0;3.56;0.24
18TL18196_2552;721;45.9915;-62.3445;442300;31.44;21-sep-18;15:27:00;30.26;5.95;246.12126;7.889;0.295;5.321;0.052;0.24;1;3.135;1;0.77;1;11.525;1;256;4.07;0.27
18TL18196_2553;731;46.02467;-62.15417;442305;5.06;21-sep-18;18:23:00;28.31;18.12;261.88624;8.076;1.69;5.9075;0.229;0.01;1;0.06;1;0.07;1;0.13;1;256;0.86;0.46
18TL18196_2553;731;46.02467;-62.15417;442304;24.79;21-sep-18;18:23:00;30.06;6.17;248.66688;7.793;0.11;NaN;0.048;0.31;1;2.185;1;0.79;1;11.025;1;0;2.77;0.20
18TL18196_2553;731;46.02467;-62.15417;442303;36.59;21-sep-18;18:23:00;30.6;3.95;255.54452;7.832;0.125;5.662;0.048;0.33;1;4.025;1;0.925;1;14.105;1;256;4.35;0.29
18TL18196_2554;741;45.9475;-61.85567;442308;5.36;21-sep-18;21:38:00;28.47;17.7;261.88624;8.1;2.39;5.7;0.234;0.01;1;0.06;1;0.22;1;2.32;1;256;0.27;0.03
18TL18196_2554;741;45.9475;-61.85567;442307;24.89;21-sep-18;21:38:00;29.56;8.74;228.8825;7.708;1.42;NaN;0.16;0.17;1;1.19;1;0.8;1;13.945;1;0;1.49;0.09
18TL18196_2554;741;45.9475;-61.85567;442306;42.35;21-sep-18;21:38:00;30.86;2.92;254.38336;7.785;0.28;5.6115;0.059;0.265;1;3.485;1;1.05;1;16.54;1;256;3.32;0.21
18TL18196_2555;751;45.77817;-61.81617;442310;5.45;22-sep-18;01:14:00;28.56;18.27;248.71154;8.116;1.76;5.4965;0.153;0.01;1;0.06;7;0.15;1;1.58;1;288;0.40;0.04
18TL18196_2555;751;45.77817;-61.81617;442309;22.31;22-sep-18;01:14:00;29.47;10.51;205.2127;7.888;4.01;4.6855;0.277;0.02;1;0.06;7;0.6;1;9.525;1;288;0.10;0.01
18TL18196_2556;771;45.82333;-61.80317;442313;5.55;22-sep-18;04:40:00;28.6;17.96;244.2902;8.1;1.55;5.514;0.152;0.01;1;0.06;1;0.16;1;0.615;1;256;0.38;0.10
18TL18196_2556;771;45.82333;-61.80317;442312;24.69;22-sep-18;04:40:00;29.22;11.66;213.74276;7.803;1.62;NaN;0.155;0.02;1;0.06;1;0.58;1;9.505;1;0;0.10;0.01
18TL18196_2556;771;45.82333;-61.80317;442311;31.34;22-sep-18;04:40:00;29.67;9.36;222.22816;7.886;1.3;4.854;0.07;0.03;1;0.1;1;0.62;1;9.96;1;256;0.16;0.01
18TL18196_2557;781;46.10883;-61.80767;442316;5.06;22-sep-18;17:25:00;28.57;16.65;248.35426;8.01;1.55;5.653;0.156;0.015;1;0.06;1;0.16;1;1.065;1;256;0.38;0.06
18TL18196_2557;781;46.10883;-61.80767;442315;25.69;22-sep-18;17:25:00;29.55;7.79;257.37558;7.694;0.39;NaN;0.084;0.12;1;1.945;1;0.79;1;11.31;1;0;2.46;0.17
18TL18196_2557;781;46.10883;-61.80767;442314;49.19;22-sep-18;17:25:00;31.4;1.52;269.61242;7.753;0.1;5.9585;0.049;0.155;1;5.28;1;1.12;1;16.79;1;256;4.71;0.31
18TL18196_2558;791;46.15917;-61.93767;442319;5.45;22-sep-18;19:47:00;28.87;16.29;254.69598;8.02;1.46;5.766;0.15;0.01;1;0.06;1;0.16;1;1.12;1;256;0.38;0.05
18TL18196_2558;791;46.15917;-61.93767;442318;25.69;22-sep-18;19:47:00;29.94;6.08;240.13682;7.693;0.545;NaN;0.116;0.255;1;1.77;1;0.82;1;13.14;1;0;2.16;0.13
18TL18196_2558;791;46.15917;-61.93767;442317;42.15;22-sep-18;19:47:00;31.39;1.53;277.20462;7.801;0.135;6.082;0.049;0.16;1;4.695;1;1.05;1;15.455;1;256;4.47;0.30
18TL18196_2559;801;46.28783;-61.87483;442322;5.36;23-sep-18;00:36:00;28.95;15.4;258.67072;8.01;1.585;5.9055;0.138;0.03;1;0.165;1;0.21;1;1.16;1;256;0.79;0.14
18TL18196_2559;801;46.28783;-61.87483;442321;25.29;23-sep-18;00:36:00;30.74;3.48;290.64728;7.757;0.16;NaN;0.064;0.38;1;3.245;1;0.86;1;9.655;1;0;3.77;0.34
18TL18196_2559;801;46.28783;-61.87483;442320;46.41;23-sep-18;00:36:00;31.27;1.33;282.16188;7.763;0.07;6.288;0.045;0.335;1;4.365;1;1.025;1;13.63;1;256;4.26;0.32
18TL18196_2560;811;46.27733;-62.0035;442325;5.06;23-sep-18;03:21:00;28.75;16.03;254.96394;8.02;1.55;5.8465;0.13;0.05;1;0.135;1;0.19;1;1.17;1;256;0.71;0.12
18TL18196_2560;811;46.27733;-62.0035;442324;25.19;23-sep-18;03:21:00;30.74;3.36;278.58908;7.748;0.13;NaN;0.046;0.4;1;3.3;1;0.9;1;10.615;1;0;3.67;0.31
18TL18196_2560;811;46.27733;-62.0035;442323;39.67;23-sep-18;03:21:00;31.2;1.64;284.61818;7.805;0.1;6.326;0.045;0.385;1;3.78;1;0.96;1;12.13;1;256;3.94;0.31
18TL18196_2561;821;46.52817;-62.23633;442328;4.86;23-sep-18;10:35:00;28.54;16.42;251.2125;8.065;0.915;5.7315;0.117;0.01;1;0.06;1;0.07;1;0.8;1;256;0.86;0.07
18TL18196_2561;821;46.52817;-62.23633;442327;24.99;23-sep-18;10:35:00;29.4;8.74;259.42994;7.833;0.36;NaN;0.079;0.25;1;2.895;1;0.625;1;7.805;1;0;4.63;0.37
18TL18196_2561;821;46.52817;-62.23633;442326;32.53;23-sep-18;10:35:00;29.82;6.64;267.37942;7.926;0.26;5.8835;0.067;0.285;1;3.105;1;0.66;1;7.73;1;256;4.70;0.40
18TL18196_2562;831;46.5705;-62.6695;442331;5.16;23-sep-18;14:30:00;28.2;16.24;252.7756;8.025;0.96;5.787;0.126;0.01;1;0.06;1;0.1;1;0.955;1;256;0.60;0.06
18TL18196_2562;831;46.5705;-62.6695;442330;25.49;23-sep-18;14:30:00;29.66;5.04;234.28636;7.7;0.135;NaN;0.064;0.37;1;4.515;1;0.945;1;13.93;1;0;4.78;0.32
18TL18196_2562;831;46.5705;-62.6695;442329;44.72;23-sep-18;14:30:00;30.69;1.97;263.80662;7.778;0.06;5.8255;0.055;0.385;1;4.955;1;1.02;1;14.775;1;256;4.86;0.34
18TL18196_2563;841;46.51467;-63.21683;442334;5.06;23-sep-18;18:31:00;28.24;16.43;253.57948;8.006;0.96;5.7465;0.142;0.035;1;0.245;1;0.15;1;1.73;1;256;1.63;0.14
18TL18196_2563;841;46.51467;-63.21683;442333;24.69;23-sep-18;18:31:00;29.71;5.43;223.38932;7.712;0.13;NaN;0.061;0.44;1;5.26;1;1.015;1;15.88;1;0;5.18;0.33
18TL18196_2563;841;46.51467;-63.21683;442332;30.15;23-sep-18;18:31:00;30.28;3.1;235.3582;7.809;0.11;5.21;0.057;0.435;1;5.395;1;1.035;1;16.8;1;256;5.21;0.32
18TL18196_2564;851;46.57883;-63.34117;442337;5.36;23-sep-18;21:10:00;28.45;15.35;261.43964;8.021;1.62;5.918;0.217;0.02;1;0.075;1;0.18;1;2.135;1;256;0.42;0.04
18TL18196_2564;851;46.57883;-63.34117;442336;25.59;23-sep-18;21:10:00;29.91;4.77;240.7174;7.704;0.16;NaN;0.058;0.49;1;5.205;1;1.005;1;14.895;1;0;5.18;0.35
18TL18196_2564;851;46.57883;-63.34117;442335;32.33;23-sep-18;21:10:00;30.22;3.4;246.88048;7.786;0.17;5.4305;0.053;0.49;1;5.235;1;0.995;1;15.04;1;256;5.26;0.35
18TL18196_2565;861;46.72833;-63.2145;442340;5.65;24-sep-18;00:51:00;28.72;13.23;270.28232;7.978;1.09;6.1005;0.143;0.06;1;0.24;1;0.22;1;2.39;1;256;1.09;0.10
18TL18196_2565;861;46.72833;-63.2145;442339;25.29;24-sep-18;00:51:00;29.68;6.03;263.85128;7.689;0.155;NaN;0.049;0.49;1;3.645;1;0.83;1;9.715;1;0;4.39;0.38
18TL18196_2565;861;46.72833;-63.2145;442338;45.61;24-sep-18;00:51:00;30.65;1.4;243.70962;7.669;0.085;5.4345;0.052;0.41;1;6.48;1;1.235;1;19.735;1;256;5.25;0.33
18TL18196_2566;871;46.78833;-62.54183;442344;4.66;24-sep-18;06:54:00;28.16;15.96;254.74064;8.039;0.81;5.8155;0.118;0;1;0.15;1;0.105;1;0.67;1;256;1.43;0.22
18TL18196_2566;871;46.78833;-62.54183;442343;25.58;24-sep-18;06:54:00;29.06;7.39;276.13278;7.811;0.335;NaN;0.072;0.41;1;1.62;1;0.585;1;4.44;1;0;2.77;0.36
18TL18196_2566;871;46.78833;-62.54183;442342;49.98;24-sep-18;06:54:00;31.15;1.25;275.37356;7.715;0.07;NaN;0.048;0.555;1;4.58;1;1.08;1;15.585;1;0;4.24;0.29
18TL18196_2566;871;46.78833;-62.54183;442341;59.49;24-sep-18;06:54:00;31.18;1.27;275.64152;7.758;0.08;6.1575;0.049;0.51;1;4.495;1;1.06;1;15.37;1;256;4.24;0.29
18TL18196_2567;881;46.68167;-61.5435;442348;5.16;24-sep-18;13:05:00;29.64;12.83;270.05902;7.977;1.18;6.1475;0.126;0.06;1;0.295;1;0.275;1;1.56;1;256;1.07;0.19
18TL18196_2567;881;46.68167;-61.5435;442347;24.69;24-sep-18;13:05:00;31.03;4.75;290.7366;7.783;0.25;NaN;0.064;0.215;1;1.475;1;0.715;1;4.64;1;0;2.06;0.32
18TL18196_2567;881;46.68167;-61.5435;442346;50.37;24-sep-18;13:05:00;31.52;1.23;273.63182;7.718;0.06;NaN;0.04;0.14;1;6.045;1;1.07;1;16.345;1;0;5.65;0.37
18TL18196_2567;881;46.68167;-61.5435;442345;61.68;24-sep-18;13:05:00;31.6;1.26;272.51532;7.743;0.07;6.056;0.05;0.11;1;6.64;1;1.07;1;16.905;1;256;6.21;0.39
18TL18196_2568;891;46.72633;-61.14217;442352;4.96;24-sep-18;16:37:00;28.68;15.67;254.96394;8.014;1.265;5.7955;0.112;0;1;0.15;1;0.17;1;0.555;1;256;0.88;0.27
18TL18196_2568;891;46.72633;-61.14217;442351;25.19;24-sep-18;16:37:00;30.22;6.23;297.48026;7.836;0.46;NaN;0.068;0.27;1;1.355;1;0.63;1;4.36;1;0;2.15;0.31
18TL18196_2568;891;46.72633;-61.14217;442350;50.18;24-sep-18;16:37:00;31.53;2.5;317.7559;7.82;0.12;NaN;0.044;0.27;1;4.095;1;0.79;1;5.67;1;0;5.18;0.72
18TL18196_2568;891;46.72633;-61.14217;442349;107.18;24-sep-18;16:37:00;32.65;2.07;263.62798;7.759;0.05;5.892;0.042;0.065;1;11.54;1;1.16;1;13.17;1;256;9.95;0.88
18TL18196_2569;901;46.93683;-61.305;442356;5.06;24-sep-18;23:51:00;29.81;12.34;281.40266;8.021;1.55;6.362;0.218;0.01;1;0.15;1;0.28;1;2.07;1;256;0.54;0.07
18TL18196_2569;901;46.93683;-61.305;442355;25.58;24-sep-18;23:51:00;29.78;12.31;280.50946;7.949;1.48;NaN;0.202;0.01;1;0.15;1;0.275;1;1.96;1;0;0.55;0.08
18TL18196_2569;901;46.93683;-61.305;442354;50.47;24-sep-18;23:51:00;31.46;2.1;291.76378;7.774;0.11;NaN;0.048;0.25;1;5.1;1;0.965;1;11.425;1;0;5.28;0.45
18TL18196_2569;901;46.93683;-61.305;442353;58.11;24-sep-18;23:51:00;31.52;1.94;293.01426;7.813;0.105;6.513;0.041;0.24;1;5.2;1;0.945;1;11.6;1;256;5.50;0.45
