CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL09051_1055;51;47.503;-59.9985;342771;243.5;01-aug-09;04:23:00;34.44;5.14;156.93524;8.027;3.549;NaN;0.115;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1055;51;47.503;-59.9985;342770;476.04;01-aug-09;04:23:00;34.84;5.03;176.71962;8.075;3.8355;NaN;0.112;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1056;61;47.43467;-59.57483;342779;1.59;01-aug-09;06:34:00;29.41;17.38;267.60272;8.332;5.933;0.47;1.45;0.02;1;0.125;1;0.135;1;1.115;1;256;0.93;0.11
18TL09051_1056;61;47.43467;-59.57483;342778;15.67;01-aug-09;06:34:00;30.46;12.88;290.11136;8.304;6.254;0.675;2.698;0.015;1;0.115;1;0.305;1;0.655;1;256;0.38;0.18
18TL09051_1056;61;47.43467;-59.57483;342777;24.69;01-aug-09;06:34:00;31.28;5.92;346.5616;8.284;NaN;0.985;2.564;0.025;1;0.16;1;0.455;1;0.975;1;0;0.35;0.16
18TL09051_1056;61;47.43467;-59.57483;342776;50.27;01-aug-09;06:34:00;31.87;0.62;311.36952;8.134;NaN;0.155;0.608;0.19;1;5.225;1;0.925;1;5.61;1;0;5.65;0.93
18TL09051_1056;61;47.43467;-59.57483;342775;247.17;01-aug-09;06:34:00;34.37;5.06;158.23038;8.023;3.576;NaN;0.121;0.025;1;17.515;1;1.385;1;17.38;1;256;12.65;1.01
18TL09051_1056;61;47.43467;-59.57483;342774;451.9;01-aug-09;06:34:00;34.83;5.08;169.97596;8.059;3.5115;NaN;0.12;0.025;1;18.43;1;1.48;1;27.33;1;256;12.45;0.67
18TL09051_1057;71;47.57367;-59.34917;342783;1.88;01-aug-09;09:41:00;30.33;17.25;261.39498;8.332;5.8105;NaN;1.42;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1057;71;47.57367;-59.34917;342782;15.87;01-aug-09;09:41:00;31.52;7.03;327.04518;8.293;7.213;NaN;2.069;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1057;71;47.57367;-59.34917;342781;248.26;01-aug-09;09:41:00;34.53;5.51;184.40114;8.12;4.102;NaN;0.106;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1057;71;47.57367;-59.34917;342780;267.67;01-aug-09;09:41:00;34.56;5.46;182.48076;8.114;4.035;NaN;0.12;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1058;81;47.72417;-59.65333;342787;1.39;01-aug-09;14:34:00;29.74;17.18;264.43186;8.357;5.89;NaN;0.778;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1058;81;47.72417;-59.65333;342786;15.17;01-aug-09;14:34:00;30.77;13.96;282.11722;8.304;6.4495;NaN;2.679;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1058;81;47.72417;-59.65333;342785;249.84;01-aug-09;14:34:00;34.49;5.53;185.65162;8.133;4.271;NaN;0.107;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1058;81;47.72417;-59.65333;342784;421.8;01-aug-09;14:34:00;34.83;5.06;173.5041;8.096;3.654;NaN;0.117;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL09051_1050;101;47.73983;-60.0555;342793;1.49;01-aug-09;20:24:00;30.56;16.96;267.91534;8.394;NaN;NaN;1.163;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL09051_1050;101;47.73983;-60.0555;342792;14.68;01-aug-09;20:24:00;30.69;15.95;268.98718;8.351;6.064;0.295;1.466;0.015;1;0.085;1;0.29;1;0.19;1;256;0.29;0.45
18TL09051_1050;101;47.73983;-60.0555;342791;25.09;01-aug-09;20:24:00;31.18;11.41;307.4841;8.326;6.849;0.39;2.273;0.015;1;0.115;1;0.395;1;0.28;1;256;0.29;0.41
18TL09051_1050;101;47.73983;-60.0555;342790;50.67;01-aug-09;20:24:00;31.96;2.02;344.14996;8.285;7.708;0.295;0.995;0.13;1;3.06;1;0.78;1;1.89;1;256;3.92;1.62
18TL09051_1050;101;47.73983;-60.0555;342789;250.43;01-aug-09;20:24:00;34.46;5.26;175.64778;8.114;3.956;NaN;0.107;0.015;1;17.53;1;1.425;1;21;1;256;12.30;0.83
18TL09051_1050;101;47.73983;-60.0555;342788;500.46;01-aug-09;20:24:00;34.84;5.05;174.3973;8.106;3.3965;NaN;0.121;0.02333;1;19.53333;1;1.58;1;23.95;1;256;12.36;0.82
